Matrikkel / Org-Anr,Address,Housing type,Primary room,Usable area,Gross area,Year of construction,Floor,Plot size,Last sold,Price,Joint debt at last sale,Total price at last sale,Number of rooms,Number of bedrooms,Registered date,Turnover rate,Broker,Postal code,Area name,Days since first sold,Broker encoded,Housing type encoded,Balcony_Yes,Parking_Yes,Lat,Lon
959157871/110,"Sollia 28, 7033 TRONDHEIM",Borettslagsleilighet,74,77,81,1975.0,1,59117.89999999999,2022-05-31,3150000,137700.0,3287700,3,2,2022-05-20,11,EIE Eiendomsmegling,7033,TRONDHEIM,457,2,3,0,0,63.4022,10.4305
5001-49/306/0/96,"Øvre Granåslia 3, 7047 TRONDHEIM",Selveierleilighet,0,34,34,2018.0,3,7018.9,2022-06-01,2600000,0.0,2600000,3,2,2022-06-01,0,Other,7047,TRONDHEIM,458,8,7,0,0,63.4204,10.4708
5001-58/246/0/4,"Paul Fjermstads veg 31, 7052 TRONDHEIM",Selveierleilighet,70,70,76,1957.0,2,1192.2,2022-06-01,4500000,0.0,4500000,3,2,2022-05-19,13,Proaktiv,7052,TRONDHEIM,458,10,7,1,0,63.4225,10.4239
5001-49/300/0/38,"Bonesvegen 25 A, 7047 TRONDHEIM",Selveier rekkehus,0,159,159,2022.0,0,0.0,2022-06-01,6495000,0.0,6495000,5,4,2022-06-01,0,Other,7047,TRONDHEIM,458,8,5,0,0,63.4204,10.4708
5001-24/434/0/1,"Horgsletta 2, 7055 RANHEIM",Selveier rekkehus,126,130,145,2017.0,0,3681.0,2022-06-01,7375000,0.0,7375000,4,3,2022-05-24,8,DNB Eiendom,7055,RANHEIM,458,1,5,1,0,63.43,10.5473
5001-94/286/0/1,"Belvedere 8, 7020 TRONDHEIM",Selveier rekkehus,122,131,144,1997.0,0,1250.0,2022-06-01,5430000,0.0,5430000,5,3,2022-05-23,9,Proaktiv,7020,TRONDHEIM,458,10,5,0,1,63.4194,10.3541
5001-49/300/0/36,"Bonesvegen 25 C, 7047 TRONDHEIM",Selveier rekkehus,0,159,159,2022.0,0,0.0,2022-06-01,6160000,0.0,6160000,5,4,2022-06-01,0,Other,7047,TRONDHEIM,458,8,5,0,0,63.4204,10.4708
5001-94/286/0/1,"Belvedere 8, 7020 TRONDHEIM",Selveier rekkehus,122,131,144,1997.0,0,1250.0,2022-06-01,5430000,0.0,5430000,5,3,2022-05-23,9,Proaktiv,7020,TRONDHEIM,458,10,5,0,1,63.4194,10.3541
5001-9/864/0/28,"Kyavegen 11, 7045 TRONDHEIM",Selveierleilighet,56,57,62,2012.0,1,3677.3,2022-06-01,3200000,0.0,3200000,2,1,2022-06-01,0,Other,7045,TRONDHEIM,458,8,7,1,0,63.4329,10.4497
950373520/383,"Othilienborgvegen 51 D, 7033 TRONDHEIM",Borettslagsleilighet,79,80,80,1966.0,3,95220.0,2022-06-01,3260000,617918.0,3877918,4,3,2022-05-25,7,DNB Eiendom,7033,TRONDHEIM,458,1,3,0,0,63.4022,10.4305
5001-90/27/0/0,"Neptunvegen 18, 7036 TRONDHEIM",Selveier tomannsbolig,133,149,149,1963.0,0,545.6,2022-06-01,7250000,0.0,7250000,4,3,2022-05-24,8,Heimdal Eiendomsmegling,7036,TRONDHEIM,458,4,6,1,0,63.3909,10.4281
5001-320/212/0/5,"Okstadvegen 157, 7075 TILLER",Selveierleilighet,108,108,117,2007.0,2,837.7,2022-06-01,3990000,0.0,3990000,3,3,2022-05-20,12,EIE Eiendomsmegling,7075,TILLER,458,2,7,1,0,63.3764,10.3839
996836096/6,"Gamle Kongevei 12, 7068 TRONDHEIM",Borettslagsleilighet,39,39,39,1897.0,3,484.4,2022-06-01,3160000,66100.0,3226100,2,1,2022-02-25,96,Heimdal Eiendomsmegling,7068,TRONDHEIM,458,4,3,0,0,63.4357,10.4286
5001-68/54/0/0,"Tryms veg 8, 7033 TRONDHEIM",Selveier tomannsbolig,178,244,244,1958.0,0,1487.3,2022-06-01,8400000,0.0,8400000,4,3,2022-05-13,19,Lokalmegleren,7033,TRONDHEIM,458,6,6,0,0,63.4022,10.4305
5001-97/270/0/123,"Midelfarts veg 52, 7022 TRONDHEIM",Selveierleilighet,64,68,68,2015.0,4,18119.0,2022-06-01,4650000,0.0,4650000,3,2,2022-05-21,11,Proaktiv,7022,TRONDHEIM,458,10,7,1,0,63.4018,10.361
5001-408/46/0/4,"Port Arthur 3, 7014 TRONDHEIM",Selveierleilighet,46,46,51,1905.0,3,595.3,2022-06-01,4550000,0.0,4550000,2,1,2022-05-25,7,Privatmegleren,7014,TRONDHEIM,458,9,7,1,0,63.4303,10.4094
948720175/56,"Selsbakkvegen 40 C, 7027 TRONDHEIM",Borettslagsleilighet,43,47,47,1965.0,4,57102.2,2022-06-01,2350000,119769.0,2469769,2,1,2022-05-24,8,Eiendomsmegler 1,7027,TRONDHEIM,458,3,3,0,0,63.39,10.3634
948721414/219,"Vestre Moholt-tun 2, 7050 TRONDHEIM",Borettslagsleilighet,89,89,96,1968.0,2,49532.2,2022-06-01,4350000,0.0,4350000,4,3,2022-05-24,8,Meglerhuset Nylander,7050,TRONDHEIM,458,7,3,0,0,63.4124,10.4311
5001-104/1316/0/0,"Enromvegen 197, 7026 TRONDHEIM",Selveier tomannsbolig,138,152,152,1986.0,0,363.7,2022-06-01,4590000,0.0,4590000,5,3,2022-05-20,12,Eiendomsmegler 1,7026,TRONDHEIM,458,3,6,1,0,63.3844,10.3288
5001-187/147/0/0,"Lægdgrinda 40, 7026 TRONDHEIM",Selveier tomannsbolig,132,168,186,2006.0,0,233.8,2022-06-01,5200000,0.0,5200000,5,3,2022-05-21,11,Heimdal Eiendomsmegling,7026,TRONDHEIM,458,4,6,1,0,63.3844,10.3288
5001-412/243/0/84,"Lade alle 83, 7041 TRONDHEIM",Selveierleilighet,0,93,93,2021.0,3,7756.5,2022-06-01,6550000,0.0,6550000,4,3,2022-06-01,0,Other,7041,TRONDHEIM,458,8,7,0,0,63.4449,10.4454
988713767/24,"Lægdgrinda 11, 7026 TRONDHEIM",Borettslagsleilighet,44,44,47,2006.0,3,2864.5,2022-06-01,1600000,608489.0,2208489,2,1,2022-05-20,12,EIE Eiendomsmegling,7026,TRONDHEIM,458,2,3,1,1,63.3844,10.3288
5001-320/142/0/4,"Okstadplassen 30 D, 7075 TILLER",Selveierleilighet,80,80,86,1995.0,1,575.5,2022-06-01,3200000,15000.0,3215000,3,2,2022-05-22,10,Eiendomsmegler 1,7075,TILLER,458,3,7,1,0,63.3764,10.3839
848730122/13,"Rostengrenda 233, 7091 TILLER",Borettslagsleilighet,59,59,64,1979.0,2,37266.3,2022-06-01,2590000,377042.0,2967042,2,2,2022-05-27,5,Eiendomsmegler 1,7091,TILLER,458,3,3,1,1,63.3619,10.3898
848730122/17,"Rostengrenda 225, 7091 TILLER",Borettslagsleilighet,150,155,170,1979.0,1,37266.3,2022-06-01,3860000,529645.0,4389645,4,3,2022-05-23,9,DNB Eiendom,7091,TILLER,458,1,3,0,0,63.3619,10.3898
5001-409/318/0/9,"Innherredsveien 10, 7042 TRONDHEIM",Selveierleilighet,80,83,94,1912.0,5,427.7,2022-06-01,4700000,0.0,4700000,2,2,2022-05-20,12,Heimdal Eiendomsmegling,7042,TRONDHEIM,458,4,7,1,0,63.4364,10.4134
848819662/398,"Øvre Flatåsveg 51 C, 7079 FLATÅSEN",Borettslagsleilighet,56,57,57,1976.0,1,94067.0,2022-06-01,3000000,72952.0,3072952,2,2,2022-05-20,12,Eiendomsmegler 1,7079,FLATÅSEN,458,3,3,0,0,63.377,10.3375
5001-39/21/0/2,"Sæterbakken 5, 7059 JAKOBSLI",Selveier enebolig,239,317,317,1988.0,0,484.0,2022-06-01,9400000,0.0,9400000,5,4,2022-05-30,2,Meglerhuset Nylander,7059,JAKOBSLI,458,7,4,1,0,63.4186,10.4965
5001-50/67/0/0,"Sildråpevegen 16 C, 7048 TRONDHEIM",Selveier rekkehus,147,155,170,1969.0,0,197.4,2022-06-01,5300000,0.0,5300000,4,3,2022-06-01,0,Other,7048,TRONDHEIM,458,8,5,1,0,63.4122,10.4696
5001-102/3/0/25,"Nordre Hallsetveg 105 A, 7023 TRONDHEIM",Selveierleilighet,68,72,72,2018.0,1,3796.5,2022-06-01,4290000,0.0,4290000,3,2,2022-05-20,12,EIE Eiendomsmegling,7023,TRONDHEIM,458,2,7,1,0,63.3966,10.3642
5001-402/213/0/18,"Kongens gate 56, 7012 TRONDHEIM",Selveierleilighet,49,49,54,1954.0,5,434.7,2022-06-02,3250000,47787.0,3297787,3,2,2022-05-25,8,DNB Eiendom,7012,TRONDHEIM,459,1,7,0,0,63.43,10.387
948924781/101,"Othilienborgvegen 12, 7033 TRONDHEIM",Borettslagsleilighet,44,44,48,1966.0,1,13919.7,2022-06-02,2550000,188891.0,2738891,2,1,2022-05-24,9,Proaktiv,7033,TRONDHEIM,459,10,3,0,0,63.4022,10.4305
5001-24/435/0/24,"Horgvegen 5, 7055 RANHEIM",Selveierleilighet,0,52,52,2015.0,2,5222.8,2022-06-02,3000000,0.0,3000000,2,1,2022-06-02,0,Other,7055,RANHEIM,459,8,7,0,0,63.43,10.5473
5001-313/235/0/6,"Kvenildveien 45 C, 7072 HEIMDAL",Selveierleilighet,80,85,123,1996.0,2,2010.0,2022-06-02,3570000,0.0,3570000,3,2,2022-05-21,12,Heimdal Eiendomsmegling,7072,HEIMDAL,459,4,7,1,0,63.3517,10.365
5001-27/222/0/24,"Væressletta 58, 7055 RANHEIM",Selveier rekkehus,96,96,96,2021.0,0,5658.0,2022-06-02,5000000,0.0,5000000,4,3,2022-05-24,9,DNB Eiendom,7055,RANHEIM,459,1,5,1,0,63.43,10.5473
5001-9/864/0/7,"Kyavegen 9, 7045 TRONDHEIM",Selveierleilighet,52,53,53,2012.0,3,3677.3,2022-06-02,3530000,0.0,3530000,2,1,2022-05-20,13,Lokalmegleren,7045,TRONDHEIM,459,6,7,1,0,63.4329,10.4497
962114075/10,"Øvre Møllenberg gate 55 A, 7043 TRONDHEIM",Borettslagsleilighet,56,56,61,1899.0,2,610.9,2022-06-02,3350000,339337.0,3689337,3,2,2022-03-08,86,Eiendomsmegler 1,7043,TRONDHEIM,459,3,3,0,1,63.433,10.4219
5001-57/225/0/4,"Cecilie Thoresens veg 6, 7046 TRONDHEIM",Selveierleilighet,76,81,81,2019.0,1,1283.1,2022-06-02,5350000,0.0,5350000,3,2,2022-03-22,72,Proaktiv,7046,TRONDHEIM,459,10,7,1,0,63.4247,10.4474
948718928/52,"Fagerliveien 19, 7020 TRONDHEIM",Borettslagsleilighet,69,71,71,1952.0,2,25663.3,2022-06-02,4075000,117241.0,4192241,3,2,2022-05-25,8,Eiendomsmegler 1,7020,TRONDHEIM,459,3,3,0,0,63.4194,10.3541
948720353/104,"Haldens gate 19, 7014 TRONDHEIM",Borettslagsleilighet,71,71,76,1947.0,1,2601.7,2022-06-02,4010000,81574.0,4091574,3,2,2022-05-23,10,Privatmegleren,7014,TRONDHEIM,459,9,3,1,0,63.4303,10.4094
5001-323/1540/0/0,"Ole Ross' veg 40, 7092 TILLER",Selveier enebolig,168,211,237,1987.0,0,430.8,2022-06-02,5550000,0.0,5550000,4,3,2022-05-25,8,Meglerhuset Nylander,7092,TILLER,459,7,4,1,0,63.3516,10.385
948718928/52,"Fagerliveien 19, 7020 TRONDHEIM",Borettslagsleilighet,69,71,71,1952.0,2,25663.3,2022-06-02,4075000,117241.0,4192241,3,2,2022-05-25,8,Eiendomsmegler 1,7020,TRONDHEIM,459,3,3,0,0,63.4194,10.3541
5001-197/297/0/1,"Skyttervegen 12 A, 7088 HEIMDAL",Selveier enebolig,168,190,208,1961.0,0,1235.0,2022-06-02,4390000,0.0,4390000,4,4,2022-05-23,10,Eiendomsmegler 1,7088,HEIMDAL,459,3,4,1,0,63.3561,10.348
5001-316/58/0/0,"Lundemobakken 13 A, 7072 HEIMDAL",Selveier enebolig,210,223,248,1988.0,0,935.5,2022-06-02,6200000,0.0,6200000,4,6,2022-05-25,8,Eiendomsmegler 1,7072,HEIMDAL,459,3,4,1,0,63.3517,10.365
5001-415/38/0/7,"Ladeveien 8 B, 7066 TRONDHEIM",Selveierleilighet,56,56,66,1912.0,2,927.0,2022-06-02,3250000,0.0,3250000,2,1,2022-05-24,9,Eiendomsmegler 1,7066,TRONDHEIM,459,3,7,0,0,63.442,10.4367
5001-49/310/0/34,"Øvre Granåslia 13, 7047 TRONDHEIM",Selveierleilighet,52,66,73,2019.0,4,5519.6,2022-06-02,4250000,0.0,4250000,1,2,2022-05-24,9,Privatmegleren,7047,TRONDHEIM,459,9,7,1,0,63.4204,10.4708
5001-49/300/0/33,"Bonesvegen 25 F, 7047 TRONDHEIM",Selveier rekkehus,146,158,158,2022.0,0,9024.0,2022-06-02,6395000,0.0,6395000,5,4,2022-06-02,0,Other,7047,TRONDHEIM,459,8,5,1,0,63.4204,10.4708
5001-17/860/0/155,"Skonnertvegen 11, 7053 RANHEIM",Selveierleilighet,73,77,77,2017.0,2,14880.0,2022-06-02,4850000,0.0,4850000,3,2,2022-04-29,34,DNB Eiendom,7053,RANHEIM,459,1,7,1,0,63.4322,10.5095
846722092/3048,"Asbjørn Øverås veg 3 C, 7036 TRONDHEIM",Borettslagsleilighet,100,110,110,1972.0,1,142812.4,2022-06-02,3910000,131863.0,4041863,3,2,2022-05-25,8,Proaktiv,7036,TRONDHEIM,459,10,3,0,0,63.3909,10.4281
5001-204/106/0/0,"Nyplia 20, 7083 LEINSTRAND",Selveier enebolig,170,186,200,2001.0,0,517.1,2022-06-02,5790000,0.0,5790000,5,5,2022-05-24,9,Heimdal Eiendomsmegling,7083,LEINSTRAND,459,4,4,1,0,63.32517,10.30711
5001-313/55/0/6,"Mentz Skjetnes vei 13 F, 7072 HEIMDAL",Selveierleilighet,70,70,70,2015.0,2,1566.2,2022-06-02,3390000,0.0,3390000,2,2,2022-05-25,8,Meglerhuset Nylander,7072,HEIMDAL,459,7,7,1,0,63.3517,10.365
5001-415/265/0/111,"Ladeveien 28, 7066 TRONDHEIM",Selveierleilighet,35,38,38,2020.0,3,2828.9,2022-06-02,3300000,0.0,3300000,2,1,2022-06-02,0,Other,7066,TRONDHEIM,459,8,7,0,0,63.442,10.4367
5001-175/70/0/0,"Kongsvegen 26 B, 7082 KATTEM",Selveier enebolig,0,133,133,2022.0,0,434.6,2022-06-02,5650000,0.0,5650000,5,4,2022-06-02,0,Other,7082,KATTEM,459,8,4,0,0,63.346,10.3351
5001-92/274/0/0,"Nordslettvegen 50, 7038 TRONDHEIM",Selveier rekkehus,129,134,0,1979.0,0,151.7,2022-06-02,5550000,0.0,5550000,4,3,2022-05-24,9,Eiendomsmegler 1,7038,TRONDHEIM,459,3,5,1,0,63.3864,10.401
5001-4/14/0/36,"Gildheimsvegen 5 A, 7044 TRONDHEIM",Selveierleilighet,62,67,74,2013.0,1,8657.3,2022-06-02,4140000,0.0,4140000,3,2,2022-05-24,9,Eiendomsmegler 1,7044,TRONDHEIM,459,3,7,1,0,63.4364,10.4562
5001-103/226/0/1,"Uglahaugstien 2, 7071 TRONDHEIM",Selveier tomannsbolig,117,117,117,2004.0,0,1088.0,2022-06-02,4200000,0.0,4200000,5,4,2022-05-25,8,Proaktiv,7071,TRONDHEIM,459,10,6,1,0,63.3989,10.3325
963954735/137,"Sigurd Jorsalfars veg 25 A, 7052 TRONDHEIM",Borettslagsleilighet,73,74,74,1962.0,1,4716.8,2022-06-02,4315000,47118.0,4362118,3,2,2022-05-25,8,Eiendomsmegler 1,7052,TRONDHEIM,459,3,3,0,0,63.4225,10.4239
955536770/14,"Furuvegen 18 A, 7058 CHARLOTTENLUND",Borettslag rekkehus,80,80,86,1988.0,0,8060.5,2022-06-02,3175000,281060.0,3456060,3,3,2022-05-24,9,DNB Eiendom,7058,CHARLOTTENLUND,459,1,1,1,1,63.4239,10.4927
5001-414/134/0/0,"Petter Lies vei 12, 7040 TRONDHEIM",Selveier enebolig,218,274,274,1966.0,0,981.1,2022-06-02,16000000,0.0,16000000,9,8,2022-04-29,34,Meglerhuset Nylander,7040,TRONDHEIM,459,7,4,1,0,63.4504,10.4456
5001-177/60/0/17,"Ringvålvegen 58, 7080 HEIMDAL",Selveierleilighet,0,50,50,2015.0,1,3604.0,2022-06-02,2800000,0.0,2800000,3,2,2022-06-02,0,Other,7080,HEIMDAL,459,8,7,0,0,63.3477,10.3538
5001-521/409/0/7,"Storhagenvegen 1 A, 7540 KLÆBU",Selveierleilighet,51,51,54,1970.0,1,1858.1,2022-06-02,1960000,28986.0,1988986,2,1,2022-04-19,44,Eiendomsmegler 1,7540,KLÆBU,459,3,7,1,1,63.2976,10.4826
5001-27/36/0/0,"Væretrøa 18, 7055 RANHEIM",Selveier enebolig,161,174,190,1983.0,0,429.8,2022-06-02,7470000,0.0,7470000,4,3,2022-05-26,7,Privatmegleren,7055,RANHEIM,459,9,4,1,0,63.43,10.5473
963954735/137,"Sigurd Jorsalfars veg 25 A, 7052 TRONDHEIM",Borettslagsleilighet,73,74,74,1962.0,1,4716.8,2022-06-02,4315000,47118.0,4362118,3,2,2022-05-25,8,Eiendomsmegler 1,7052,TRONDHEIM,459,3,3,0,0,63.4225,10.4239
5001-77/54/0/2,"Stubbanvegen 50, 7036 TRONDHEIM",Selveier tomannsbolig,85,85,93,1964.0,2,1124.0,2022-06-03,4250000,0.0,4250000,3,2,2022-05-25,9,Proaktiv,7036,TRONDHEIM,460,10,6,1,0,63.3909,10.4281
5001-104/727/0/8,"Arne Garborgs veg 35 H, 7071 TRONDHEIM",Selveierleilighet,111,119,132,1974.0,4,1250.4,2022-06-03,4650000,0.0,4650000,4,3,2022-05-13,21,Eiendomsmegler 1,7071,TRONDHEIM,460,3,7,1,0,63.3989,10.3325
5001-103/1682/0/0,"Olav Duuns veg 5 C, 7071 TRONDHEIM",Selveier enebolig,161,161,161,2017.0,0,541.6,2022-06-03,8990000,0.0,8990000,4,4,2022-05-25,9,Privatmegleren,7071,TRONDHEIM,460,9,4,1,0,63.3989,10.3325
931928481/61,"Starrmyra 2, 7091 TILLER",Borettslagsleilighet,68,68,73,1984.0,3,44016.5,2022-06-03,2800000,150018.0,2950018,2,1,2022-05-26,8,Proaktiv,7091,TILLER,460,10,3,1,1,63.3619,10.3898
5001-410/687/0/37,"Dyre Halses gate 5, 7042 TRONDHEIM",Selveierleilighet,41,41,44,2006.0,7,626.5,2022-06-03,3200000,5735.0,3205735,2,1,2022-05-26,8,Krogsveen,7042,TRONDHEIM,460,5,7,0,0,63.4364,10.4134
5001-421/295/0/6,"Arilds gate 4, 7017 TRONDHEIM",Selveierleilighet,56,57,63,1907.0,3,454.4,2022-06-03,3410000,220500.0,3630500,4,3,2022-05-20,14,Heimdal Eiendomsmegling,7017,TRONDHEIM,460,4,7,1,0,63.4255,10.3705
987142731/67,"Brøsetvegen 186 B, 7050 TRONDHEIM",Borettslagsleilighet,34,34,40,1972.0,6,10718.0,2022-06-03,1050000,408052.0,1458052,2,1,2022-05-25,9,Eiendomsmegler 1,7050,TRONDHEIM,460,3,3,0,1,63.4124,10.4311
5001-409/382/0/4,"Weidemanns vei 5 D, 7014 TRONDHEIM",Selveierleilighet,49,49,53,1900.0,1,375.4,2022-06-03,2940000,0.0,2940000,3,2,2022-05-27,7,Eiendomsmegler 1,7014,TRONDHEIM,460,3,7,0,0,63.4303,10.4094
953351528/8,"Weidemanns vei 7 B, 7014 TRONDHEIM",Borettslagsleilighet,44,44,50,1900.0,1,501.2,2022-06-03,2700000,213807.0,2913807,2,1,2022-05-26,8,Proaktiv,7014,TRONDHEIM,460,10,3,0,0,63.4303,10.4094
5001-101/210/0/2,"Gammel-lina 39 B, 7028 TRONDHEIM",Selveier enebolig,50,50,56,1922.0,0,619.0,2022-06-03,2750000,0.0,2750000,2,2,2022-05-13,21,Heimdal Eiendomsmegling,7028,TRONDHEIM,460,4,4,1,0,63.388,10.3732
987142731/9,"Brøsetvegen 186 B, 7050 TRONDHEIM",Borettslagsleilighet,21,21,23,1972.0,2,10718.0,2022-06-03,750000,257081.0,1007081,1,0,2022-05-14,20,DNB Eiendom,7050,TRONDHEIM,460,1,3,1,0,63.4124,10.4311
5001-415/268/0/2,"Ladeveien 7, 7066 TRONDHEIM",Selveierleilighet,61,61,61,2020.0,2,980.5,2022-06-03,4100000,0.0,4100000,3,2,2022-05-20,14,DNB Eiendom,7066,TRONDHEIM,460,1,7,0,0,63.442,10.4367
5001-320/213/0/6,"Okstadvegen 167, 7075 TILLER",Selveierleilighet,62,65,65,2007.0,2,962.3,2022-06-03,2950000,0.0,2950000,3,2,2022-04-22,42,Heimdal Eiendomsmegling,7075,TILLER,460,4,7,0,0,63.3764,10.3839
5001-424/186/0/0,"Nils Ryjords vei 16, 7020 TRONDHEIM",Selveier enebolig,182,188,207,1968.0,0,1361.3,2022-06-03,13200000,0.0,13200000,5,4,2022-05-29,5,Privatmegleren,7020,TRONDHEIM,460,9,4,1,0,63.4194,10.3541
5001-92/241/0/2,"Nordslettvegen 171, 7038 TRONDHEIM",Selveierleilighet,33,33,36,1980.0,1,143.6,2022-06-03,1900000,0.0,1900000,1,1,2022-05-25,9,Eiendomsmegler 1,7038,TRONDHEIM,460,3,7,1,0,63.3864,10.401
5001-415/221/0/5,"Ladebekken 7 C, 7066 TRONDHEIM",Selveierleilighet,44,44,44,2017.0,2,1416.0,2022-06-03,3240000,0.0,3240000,1,1,2022-05-25,9,Heimdal Eiendomsmegling,7066,TRONDHEIM,460,4,7,1,0,63.442,10.4367
5001-97/814/0/0,"Stabells veg 6, 7022 TRONDHEIM",Selveier enebolig,154,164,164,2019.0,0,429.8,2022-06-03,9100000,0.0,9100000,6,4,2022-05-20,14,Proaktiv,7022,TRONDHEIM,460,10,4,1,0,63.4018,10.361
5001-103/31/0/9,"Skavlans veg 12 L, 7022 TRONDHEIM",Selveier tomannsbolig,61,61,65,1989.0,2,3365.0,2022-06-03,3475000,0.0,3475000,2,2,2022-05-27,7,Eiendomsmegler 1,7022,TRONDHEIM,460,3,6,1,0,63.4018,10.361
5001-95/52/0/17,"Stavnevegen 9, 7019 TRONDHEIM",Selveierleilighet,50,53,58,2017.0,5,3463.7,2022-06-03,3500000,0.0,3500000,2,1,2022-05-04,30,Privatmegleren,7019,TRONDHEIM,460,9,7,1,0,63.41,10.3818
846722092/4053,"Ada Arnfinsens veg 6 B, 7036 TRONDHEIM",Borettslag rekkehus,106,110,116,1971.0,0,14137.5,2022-06-03,4250000,142548.0,4392548,4,3,2022-05-25,9,Proaktiv,7036,TRONDHEIM,460,10,1,0,1,63.3909,10.4281
5001-424/141/0/0,"Lagmann Lindboes vei 29, 7020 TRONDHEIM",Selveier enebolig,332,426,426,1981.0,0,757.5,2022-06-03,12650000,0.0,12650000,6,5,2022-05-14,20,Krogsveen,7020,TRONDHEIM,460,5,4,1,0,63.4194,10.3541
5001-103/1712/0/0,"Uglavegen 5 D, 7071 TRONDHEIM",Selveier enebolig,132,156,156,2021.0,0,387.3,2022-06-03,7390000,0.0,7390000,5,4,2022-04-22,42,Heimdal Eiendomsmegling,7071,TRONDHEIM,460,4,4,1,0,63.3989,10.3325
5001-424/141/0/0,"Lagmann Lindboes vei 29, 7020 TRONDHEIM",Selveier enebolig,332,426,426,1981.0,0,757.5,2022-06-03,12650000,0.0,12650000,6,5,2022-05-14,20,Krogsveen,7020,TRONDHEIM,460,5,4,1,0,63.4194,10.3541
5001-49/280/0/21,"Stokkbekken 165, 7048 TRONDHEIM",Selveierleilighet,29,29,29,2016.0,2,5170.2,2022-06-03,2400000,0.0,2400000,2,1,2022-05-25,9,DNB Eiendom,7048,TRONDHEIM,460,1,7,1,0,63.4122,10.4696
5001-50/72/0/0,"Sildråpevegen 18 D, 7048 TRONDHEIM",Selveier rekkehus,134,151,165,1968.0,0,198.5,2022-06-03,5850000,0.0,5850000,4,3,2022-05-24,10,Meglerhuset Nylander,7048,TRONDHEIM,460,7,5,1,0,63.4122,10.4696
948720353/194,"Båhus gate 23 A, 7043 TRONDHEIM",Borettslagsleilighet,70,70,75,1950.0,4,998.2,2022-06-03,4290000,84921.0,4374921,3,2,2022-05-24,10,Privatmegleren,7043,TRONDHEIM,460,9,3,0,0,63.433,10.4219
5001-12/18/0/6,"Tessems veg 23 A, 7045 TRONDHEIM",Selveierleilighet,92,92,92,1912.0,3,976.6,2022-06-03,4890000,0.0,4890000,3,2,2022-05-06,28,DNB Eiendom,7045,TRONDHEIM,460,1,7,0,0,63.4329,10.4497
5001-13/282/0/14,"Bromstadvegen 39, 7045 TRONDHEIM",Selveierleilighet,39,39,44,2020.0,2,841.8,2022-06-03,2990000,0.0,2990000,2,1,2022-05-11,23,DNB Eiendom,7045,TRONDHEIM,460,1,7,1,0,63.4329,10.4497
5001-27/201/0/29,"Eivind Ahlbergs veg 7, 7055 RANHEIM",Selveierleilighet,77,80,88,2015.0,1,4118.3,2022-06-03,4075000,0.0,4075000,3,2,2022-05-18,16,Privatmegleren,7055,RANHEIM,460,9,7,1,0,63.43,10.5473
5001-424/186/0/0,"Nils Ryjords vei 16, 7020 TRONDHEIM",Selveier enebolig,182,188,207,1968.0,0,1361.3,2022-06-03,13200000,0.0,13200000,5,4,2022-05-29,5,Privatmegleren,7020,TRONDHEIM,460,9,4,1,0,63.4194,10.3541
996053385/3,"Taraldsgårdsveita 3, 7010 TRONDHEIM",Borettslagsleilighet,34,34,37,1842.0,2,150.2,2022-06-03,2750000,0.0,2750000,2,1,2022-02-11,112,Privatmegleren,7010,TRONDHEIM,460,9,3,1,0,63.435,10.3997
5001-121/24/0/0,"Ny Jord-vegen 112, 7039 TRONDHEIM",Selveier enebolig,120,124,124,1964.0,0,1228.5,2022-06-03,4150000,0.0,4150000,6,3,2022-05-20,14,Heimdal Eiendomsmegling,7039,TRONDHEIM,460,4,4,1,0,63.3429,10.5457
983896723/10,"Kyvannsvegen 16 L, 7025 TRONDHEIM",Borettslagsleilighet,62,66,71,2002.0,2,1719.8,2022-06-03,2650000,240946.0,2890946,3,2,2022-05-24,10,Krogsveen,7025,TRONDHEIM,460,5,3,1,0,63.4048,10.3298
5001-411/74/0/9,"Frostaveien 7, 7068 TRONDHEIM",Selveierleilighet,59,59,63,1906.0,3,364.7,2022-06-03,3425000,0.0,3425000,3,2,2022-05-25,9,Eiendomsmegler 1,7068,TRONDHEIM,460,3,7,1,0,63.4357,10.4286
5001-58/1/0/5,"Blusuvoll alle 7 A, 7052 TRONDHEIM",Selveierleilighet,55,57,57,1870.0,2,732.8,2022-06-03,3300000,0.0,3300000,3,2,2022-05-25,9,Eiendomsmegler 1,7052,TRONDHEIM,460,3,7,0,0,63.4225,10.4239
5001-7/121/0/16,"Thoning Owesens gate 29 S, 7044 TRONDHEIM",Selveierleilighet,57,61,67,2011.0,3,1720.2,2022-06-03,3650000,0.0,3650000,3,2,2022-06-03,0,Other,7044,TRONDHEIM,460,8,7,1,0,63.4364,10.4562
5001-409/382/0/5,"Weidemanns vei 5 D, 7014 TRONDHEIM",Selveierleilighet,46,46,51,1900.0,2,375.4,2022-06-04,3010000,0.0,3010000,3,2,2022-05-11,24,Eiendomsmegler 1,7014,TRONDHEIM,461,3,7,0,0,63.4303,10.4094
5001-24/431/0/70,"Horgvegen 17, 7055 RANHEIM",Selveierleilighet,53,53,57,2014.0,3,6814.6,2022-06-04,3400000,0.0,3400000,2,1,2022-05-27,8,Eiendomsmegler 1,7055,RANHEIM,461,3,7,1,0,63.43,10.5473
